program,tool_id,item,vendor,lead_time_days_planned,lead_time_days_actual,expedite_spend_usd,expedite_reason,need_by_date,promise_date,received_date
Nova-Upgrade,T-NO-08,Valve Manifold,VendorA,83,111,0.0,,2026-05-26,2026-05-14,2026-06-07
Atlas-Sustaining,T-AT-02,Sensors Kit,VendorF,47,82,0.0,,2025-09-03,2025-08-11,2025-08-01
Orion-Ramp,T-OR-05,Tool Frame,VendorF,46,56,6161.33,Missing parts,2025-11-21,2025-10-29,
Phoenix-ETD,T-PH-02,RF Gen,VendorB,35,49,0.0,,2026-04-14,2026-03-18,2026-04-15
Helios-NewBay,T-HE-05,MFC,VendorE,148,135,4234.06,Capacity constraint,2026-02-26,2026-02-01,2026-01-26
Orion-Ramp,T-OR-06,Valve Manifold,VendorF,120,131,0.0,,2026-06-20,2026-06-22,2026-06-27
Orion-Ramp,T-OR-08,Gas Box,VendorB,36,46,0.0,,2025-12-01,2025-11-01,
Orion-Ramp,T-OR-08,Harness,VendorB,68,131,4559.58,Capacity constraint,2026-06-02,2026-06-15,2026-06-09
Helios-NewBay,T-HE-01,MFC,VendorD,177,204,0.0,,2026-03-15,2026-02-15,2026-02-23
Helios-NewBay,T-HE-01,Harness,VendorE,77,132,0.0,,2026-01-20,2026-01-08,2026-02-06
Atlas-Sustaining,T-AT-09,RF Gen,VendorB,86,134,0.0,,2026-04-09,2026-04-03,2026-03-29
Helios-NewBay,T-HE-05,Gas Box,VendorB,52,42,0.0,,2025-10-17,2025-10-23,2025-11-08
Nova-Upgrade,T-NO-10,Vac Pump,VendorF,124,137,0.0,,2025-11-20,2025-10-19,2025-11-06
Atlas-Sustaining,T-AT-07,Vac Pump,VendorE,93,84,0.0,,2026-05-01,2026-04-15,2026-04-10
Orion-Ramp,T-OR-05,Harness,VendorE,83,121,0.0,,2026-03-18,2026-02-24,
Nova-Upgrade,T-NO-04,Chiller,VendorC,119,88,2226.77,Late ECO,2026-03-04,2026-03-13,2026-04-03
Atlas-Sustaining,T-AT-05,Chiller,VendorD,140,188,0.0,,2025-12-07,2025-12-26,2025-12-29
Nova-Upgrade,T-NO-09,RF Gen,VendorE,32,31,5032.52,Rework,2026-05-26,2026-06-01,2026-06-22
Atlas-Sustaining,T-AT-06,Sensors Kit,VendorD,128,105,0.0,,2025-10-14,2025-10-27,
Nova-Upgrade,T-NO-04,Pressure Transducer,VendorF,140,180,0.0,,2025-08-25,2025-08-21,2025-09-11
Helios-NewBay,T-HE-06,Vac Pump,VendorF,52,84,0.0,,2025-08-01,2025-08-17,
Nova-Upgrade,T-NO-05,Valve Manifold,VendorD,41,65,0.0,,2025-08-17,2025-09-04,2025-09-26
Orion-Ramp,T-OR-07,Sensors Kit,VendorB,38,8,0.0,,2026-06-16,2026-06-29,2026-07-22
Atlas-Sustaining,T-AT-06,Tool Frame,VendorE,122,172,0.0,,2025-12-27,2025-12-31,2026-01-02
Orion-Ramp,T-OR-07,MFC,VendorA,36,34,11823.1,Capacity constraint,2025-11-10,2025-11-09,
Helios-NewBay,T-HE-08,Harness,VendorC,143,220,0.0,,2026-02-19,2026-01-15,
Orion-Ramp,T-OR-05,Valve Manifold,VendorA,159,183,0.0,,2026-04-09,2026-04-14,2026-04-12
Helios-NewBay,T-HE-08,Gas Box,VendorD,127,156,0.0,,2026-01-12,2026-01-01,2026-01-06
Phoenix-ETD,T-PH-05,Chiller,VendorD,162,179,0.0,,2026-06-14,2026-06-25,
Orion-Ramp,T-OR-08,Sensors Kit,VendorC,36,84,0.0,,2025-12-07,2025-12-10,
Orion-Ramp,T-OR-05,Pressure Transducer,VendorF,36,9,0.0,,2025-12-03,2025-11-13,2025-12-07
Nova-Upgrade,T-NO-05,RF Gen,VendorD,158,224,2822.58,Rework,2025-10-03,2025-09-13,2025-09-13
Orion-Ramp,T-OR-05,Sensors Kit,VendorC,46,8,0.0,,2026-05-23,2026-05-17,2026-05-07
Atlas-Sustaining,T-AT-03,Chiller,VendorA,142,165,5689.9,Rework,2025-07-27,2025-07-14,
Phoenix-ETD,T-PH-10,Sensors Kit,VendorC,136,119,0.0,,2026-01-28,2026-02-16,2026-03-16
Phoenix-ETD,T-PH-07,Vac Pump,VendorB,134,105,0.0,,2026-05-18,2026-05-31,
Phoenix-ETD,T-PH-01,Chiller,VendorD,56,75,9098.85,Rework,2026-03-14,2026-02-05,2026-02-14
Helios-NewBay,T-HE-07,Valve Manifold,VendorB,84,112,0.0,,2026-02-03,2026-01-07,2026-01-31
Phoenix-ETD,T-PH-10,Tool Frame,VendorC,108,132,0.0,,2025-08-06,2025-07-25,2025-07-19
Helios-NewBay,T-HE-07,MFC,VendorE,119,124,0.0,,2026-02-22,2026-01-30,2026-02-18
Atlas-Sustaining,T-AT-03,Pressure Transducer,VendorC,62,86,0.0,,2025-09-04,2025-08-26,2025-09-01
Atlas-Sustaining,T-AT-01,Valve Manifold,VendorE,85,114,0.0,,2025-11-17,2025-10-18,2025-11-11
Nova-Upgrade,T-NO-01,Control Cabinet,VendorC,161,203,0.0,,2025-12-09,2025-12-21,2026-01-04
Atlas-Sustaining,T-AT-09,Tool Frame,VendorC,96,119,14496.27,Priority build,2026-06-05,2026-05-09,
Atlas-Sustaining,T-AT-02,Pressure Transducer,VendorC,87,99,0.0,,2026-02-20,2026-03-03,
Orion-Ramp,T-OR-05,Tool Frame,VendorA,92,136,0.0,,2026-04-22,2026-04-29,2026-05-09
Atlas-Sustaining,T-AT-07,MFC,VendorA,118,139,0.0,,2025-08-05,2025-07-15,
Nova-Upgrade,T-NO-08,Pressure Transducer,VendorE,79,85,0.0,,2026-03-08,2026-02-23,2026-02-22
Atlas-Sustaining,T-AT-04,Sensors Kit,VendorC,64,78,0.0,,2025-07-16,2025-07-28,2025-08-24
Atlas-Sustaining,T-AT-04,Pressure Transducer,VendorD,68,94,3422.17,Missing parts,2026-05-12,2026-05-01,2026-05-10
Atlas-Sustaining,T-AT-08,Gas Box,VendorD,71,57,0.0,,2025-08-30,2025-08-28,
Atlas-Sustaining,T-AT-04,RF Gen,VendorE,66,58,0.0,,2026-05-31,2026-06-03,2026-06-16
Atlas-Sustaining,T-AT-04,Gas Box,VendorB,136,189,0.0,,2026-05-04,2026-05-23,2026-06-11
Orion-Ramp,T-OR-07,Pressure Transducer,VendorB,28,129,5332.82,Air freight,2026-06-29,2026-05-31,2026-06-12
Orion-Ramp,T-OR-04,RF Gen,VendorA,170,130,0.0,,2025-12-26,2025-11-26,
Nova-Upgrade,T-NO-02,Sensors Kit,VendorB,29,70,0.0,,2025-07-28,2025-06-26,2025-07-04
Orion-Ramp,T-OR-09,Sensors Kit,VendorA,35,101,0.0,,2025-08-27,2025-09-12,2025-09-30
Atlas-Sustaining,T-AT-08,Control Cabinet,VendorB,147,188,0.0,,2026-06-14,2026-06-06,2026-06-08
Atlas-Sustaining,T-AT-09,Harness,VendorE,158,181,7865.63,Supplier expedite,2025-10-01,2025-09-06,2025-09-01
Phoenix-ETD,T-PH-05,Tool Frame,VendorE,62,28,10148.42,Priority build,2026-03-09,2026-02-07,2026-03-03
Phoenix-ETD,T-PH-05,Harness,VendorC,170,200,0.0,,2025-07-27,2025-08-11,2025-09-05
Orion-Ramp,T-OR-06,Gas Box,VendorD,24,68,0.0,,2025-10-12,2025-09-19,2025-09-30
Helios-NewBay,T-HE-02,Harness,VendorE,37,48,0.0,,2025-08-22,2025-08-17,2025-09-05
Orion-Ramp,T-OR-01,Sensors Kit,VendorC,43,67,601.46,Air freight,2026-04-21,2026-04-22,2026-04-23
Phoenix-ETD,T-PH-06,Tool Frame,VendorD,101,136,0.0,,2026-03-03,2026-02-16,2026-03-14
Helios-NewBay,T-HE-09,Control Cabinet,VendorE,115,114,0.0,,2026-03-16,2026-02-19,2026-02-28
Nova-Upgrade,T-NO-09,MFC,VendorB,86,52,4634.91,Supplier expedite,2026-05-07,2026-04-25,2026-05-23
Phoenix-ETD,T-PH-05,Control Cabinet,VendorB,78,84,3860.66,Rework,2026-06-02,2026-06-05,
Atlas-Sustaining,T-AT-08,RF Gen,VendorB,126,120,0.0,,2025-12-17,2025-11-22,2025-11-13
Phoenix-ETD,T-PH-04,Vac Pump,VendorC,144,170,8963.73,Supplier expedite,2026-01-10,2026-01-16,2026-01-20
Orion-Ramp,T-OR-03,MFC,VendorA,106,91,0.0,,2026-04-06,2026-04-17,2026-04-10
Helios-NewBay,T-HE-01,RF Gen,VendorA,179,150,8556.0,Supplier expedite,2026-02-28,2026-03-02,2026-03-29
Helios-NewBay,T-HE-09,Chiller,VendorF,96,131,0.0,,2026-03-10,2026-03-30,2026-04-22
Orion-Ramp,T-OR-01,Valve Manifold,VendorF,86,111,0.0,,2026-01-14,2025-12-20,2025-12-29
Helios-NewBay,T-HE-03,Harness,VendorB,56,76,0.0,,2026-02-17,2026-03-06,2026-03-17
Phoenix-ETD,T-PH-06,Chiller,VendorB,135,152,0.0,,2026-02-27,2026-02-19,2026-02-24
Nova-Upgrade,T-NO-05,Sensors Kit,VendorE,32,52,4094.57,Capacity constraint,2025-08-18,2025-07-10,2025-07-03
Helios-NewBay,T-HE-08,Sensors Kit,VendorA,100,157,0.0,,2025-10-07,2025-10-02,
Nova-Upgrade,T-NO-03,Chiller,VendorA,144,73,5677.21,Rework,2025-12-15,2025-12-26,2025-12-31
Phoenix-ETD,T-PH-09,Pressure Transducer,VendorB,107,146,0.0,,2025-10-17,2025-09-09,2025-09-10
Nova-Upgrade,T-NO-02,Pressure Transducer,VendorD,106,111,0.0,,2025-07-05,2025-06-08,2025-06-03
Atlas-Sustaining,T-AT-03,RF Gen,VendorE,41,59,1986.61,Supplier expedite,2026-06-29,2026-06-07,2026-06-21
Atlas-Sustaining,T-AT-09,Harness,VendorF,40,48,0.0,,2025-10-12,2025-10-21,2025-10-25
Phoenix-ETD,T-PH-06,Control Cabinet,VendorF,167,153,0.0,,2025-11-27,2025-11-14,2025-11-09
Nova-Upgrade,T-NO-03,Vac Pump,VendorF,42,38,5731.02,Air freight,2025-10-10,2025-09-20,2025-10-10
Atlas-Sustaining,T-AT-02,Gas Box,VendorC,109,118,0.0,,2025-12-19,2025-12-23,2026-01-02
Orion-Ramp,T-OR-01,Vac Pump,VendorE,146,143,0.0,,2026-05-19,2026-05-31,2026-06-28
Phoenix-ETD,T-PH-07,Vac Pump,VendorE,157,202,6562.11,Priority build,2025-07-05,2025-06-12,2025-06-20
Helios-NewBay,T-HE-03,Pressure Transducer,VendorA,67,80,5369.24,Air freight,2026-03-13,2026-02-15,2026-03-10
Helios-NewBay,T-HE-07,Vac Pump,VendorD,140,207,235.13,Supplier expedite,2025-12-30,2026-01-02,
Orion-Ramp,T-OR-10,Control Cabinet,VendorB,170,167,1587.63,Rework,2025-07-23,2025-07-01,2025-07-03
Helios-NewBay,T-HE-01,RF Gen,VendorC,49,32,3057.55,Supplier expedite,2025-10-03,2025-09-10,2025-10-04
Atlas-Sustaining,T-AT-05,Vac Pump,VendorC,113,174,7385.57,Supplier expedite,2025-12-22,2025-12-29,2026-01-06
Helios-NewBay,T-HE-03,MFC,VendorE,98,138,9226.84,Rework,2025-10-04,2025-10-09,2025-10-24
Phoenix-ETD,T-PH-07,MFC,VendorA,147,170,0.0,,2026-03-17,2026-03-03,
Phoenix-ETD,T-PH-08,Vac Pump,VendorA,33,47,0.0,,2026-06-10,2026-06-18,2026-06-20
Nova-Upgrade,T-NO-04,Valve Manifold,VendorC,113,95,0.0,,2026-01-09,2025-12-13,
Helios-NewBay,T-HE-01,Vac Pump,VendorF,93,112,1001.86,Capacity constraint,2025-09-10,2025-08-17,2025-08-23
Nova-Upgrade,T-NO-08,Gas Box,VendorB,86,97,0.0,,2026-03-03,2026-02-19,2026-02-17
Orion-Ramp,T-OR-07,Valve Manifold,VendorD,159,213,5033.91,Capacity constraint,2025-11-14,2025-10-18,2025-10-30
Orion-Ramp,T-OR-07,Tool Frame,VendorB,123,77,194.84,Missing parts,2026-02-25,2026-02-04,
Orion-Ramp,T-OR-07,Sensors Kit,VendorF,107,102,0.0,,2025-10-14,2025-09-25,2025-09-28
Atlas-Sustaining,T-AT-04,Control Cabinet,VendorF,57,82,0.0,,2025-08-23,2025-08-24,
Nova-Upgrade,T-NO-09,Valve Manifold,VendorA,88,121,0.0,,2026-01-21,2026-01-30,2026-01-23
Atlas-Sustaining,T-AT-08,Vac Pump,VendorB,142,177,0.0,,2025-12-30,2026-01-08,2026-01-26
Helios-NewBay,T-HE-06,Pressure Transducer,VendorE,143,149,4772.36,Missing parts,2025-11-07,2025-11-25,2025-11-16
Nova-Upgrade,T-NO-05,MFC,VendorE,22,8,0.0,,2025-11-08,2025-10-28,2025-10-19
Helios-NewBay,T-HE-02,Sensors Kit,VendorD,111,92,0.0,,2025-12-31,2026-01-12,2026-01-09
Nova-Upgrade,T-NO-07,Valve Manifold,VendorA,23,33,10398.96,Rework,2025-10-22,2025-10-17,
Nova-Upgrade,T-NO-06,Chiller,VendorC,129,123,0.0,,2026-04-01,2026-02-24,2026-02-21
Nova-Upgrade,T-NO-04,Gas Box,VendorB,141,93,0.0,,2025-09-17,2025-08-09,2025-08-12
Phoenix-ETD,T-PH-09,Chiller,VendorD,113,93,0.0,,2026-05-09,2026-05-21,2026-05-24
Helios-NewBay,T-HE-07,RF Gen,VendorA,48,19,0.0,,2025-08-29,2025-09-05,2025-09-02
Nova-Upgrade,T-NO-10,Chiller,VendorF,38,60,0.0,,2026-05-15,2026-05-16,2026-05-30
Phoenix-ETD,T-PH-01,MFC,VendorB,49,79,0.0,,2025-09-16,2025-10-03,
Orion-Ramp,T-OR-01,Chiller,VendorD,164,156,0.0,,2026-05-13,2026-05-17,2026-05-25
Atlas-Sustaining,T-AT-02,Tool Frame,VendorC,57,67,3169.96,Air freight,2025-09-24,2025-09-10,2025-09-20
Nova-Upgrade,T-NO-01,Harness,VendorA,138,167,0.0,,2026-06-29,2026-07-15,
Phoenix-ETD,T-PH-07,Gas Box,VendorB,149,164,86.34,Supplier expedite,2026-02-28,2026-02-07,2026-02-26
Orion-Ramp,T-OR-05,RF Gen,VendorB,152,87,7154.71,Priority build,2026-05-03,2026-04-19,
Atlas-Sustaining,T-AT-06,Tool Frame,VendorA,31,8,5543.75,Capacity constraint,2025-10-27,2025-11-05,
Helios-NewBay,T-HE-02,Pressure Transducer,VendorC,33,63,6916.17,Missing parts,2025-07-28,2025-08-06,2025-08-26
Atlas-Sustaining,T-AT-05,Pressure Transducer,VendorB,48,69,0.0,,2026-02-06,2026-01-05,2025-12-29
Orion-Ramp,T-OR-05,Chiller,VendorE,141,170,0.0,,2025-10-29,2025-11-13,2025-12-12
Atlas-Sustaining,T-AT-09,Chiller,VendorC,36,8,0.0,,2026-03-09,2026-03-20,
Phoenix-ETD,T-PH-04,Harness,VendorB,91,52,0.0,,2025-07-23,2025-06-14,2025-07-02
Atlas-Sustaining,T-AT-04,RF Gen,VendorE,155,134,0.0,,2026-02-23,2026-03-11,2026-04-03
Orion-Ramp,T-OR-01,Tool Frame,VendorD,158,204,3182.52,Air freight,2025-12-22,2025-12-10,
Atlas-Sustaining,T-AT-01,Control Cabinet,VendorA,40,20,0.0,,2026-04-28,2026-04-04,2026-04-06
Helios-NewBay,T-HE-08,Chiller,VendorB,40,19,3534.79,Missing parts,2025-10-10,2025-10-04,2025-10-25
Helios-NewBay,T-HE-09,RF Gen,VendorA,178,154,0.0,,2025-12-04,2025-11-25,2025-12-17
Orion-Ramp,T-OR-09,Chiller,VendorC,69,87,0.0,,2025-10-18,2025-10-17,
Nova-Upgrade,T-NO-10,Vac Pump,VendorA,74,61,0.0,,2026-05-29,2026-06-11,
Helios-NewBay,T-HE-08,Valve Manifold,VendorF,78,126,0.0,,2026-05-21,2026-04-22,2026-05-01
Helios-NewBay,T-HE-07,Pressure Transducer,VendorE,84,96,0.0,,2025-08-09,2025-07-31,
Orion-Ramp,T-OR-10,Tool Frame,VendorE,138,174,0.0,,2026-05-24,2026-05-01,2026-05-05
Helios-NewBay,T-HE-10,Vac Pump,VendorB,114,144,89.52,Late ECO,2026-01-14,2026-01-14,
Nova-Upgrade,T-NO-10,Vac Pump,VendorA,68,81,0.0,,2026-04-01,2026-03-28,
Nova-Upgrade,T-NO-01,Chiller,VendorE,162,172,11169.41,Capacity constraint,2026-04-29,2026-05-02,
Helios-NewBay,T-HE-07,Pressure Transducer,VendorB,109,171,6820.37,Priority build,2026-05-08,2026-04-17,2026-05-03
Helios-NewBay,T-HE-10,Chiller,VendorE,42,64,6186.8,Priority build,2026-05-28,2026-05-31,
Nova-Upgrade,T-NO-07,Harness,VendorC,144,172,0.0,,2025-11-01,2025-11-16,2025-11-11
Atlas-Sustaining,T-AT-04,MFC,VendorD,60,108,0.0,,2025-07-17,2025-06-13,2025-07-05
Atlas-Sustaining,T-AT-01,Sensors Kit,VendorF,157,135,0.0,,2025-12-30,2025-12-20,
Atlas-Sustaining,T-AT-03,RF Gen,VendorD,152,141,0.0,,2026-01-26,2026-01-03,2026-01-20
Helios-NewBay,T-HE-09,Vac Pump,VendorA,85,132,0.0,,2025-12-26,2026-01-10,2026-01-05
Atlas-Sustaining,T-AT-08,Tool Frame,VendorF,161,164,0.0,,2025-11-23,2025-10-29,2025-11-14
Nova-Upgrade,T-NO-04,Harness,VendorD,70,132,8188.54,Air freight,2025-11-12,2025-11-20,
Phoenix-ETD,T-PH-02,Valve Manifold,VendorA,52,34,0.0,,2026-06-15,2026-07-02,2026-07-23
Atlas-Sustaining,T-AT-01,RF Gen,VendorB,23,79,0.0,,2026-05-26,2026-04-19,2026-05-14
Phoenix-ETD,T-PH-09,Gas Box,VendorC,138,118,0.0,,2026-04-02,2026-03-26,
Nova-Upgrade,T-NO-07,Tool Frame,VendorE,49,41,0.0,,2025-09-24,2025-09-12,2025-10-04
Orion-Ramp,T-OR-07,MFC,VendorE,98,162,0.0,,2026-03-19,2026-03-30,2026-03-26
Nova-Upgrade,T-NO-06,Harness,VendorC,85,78,4637.43,Air freight,2025-07-29,2025-07-16,
Phoenix-ETD,T-PH-06,Vac Pump,VendorB,64,81,0.0,,2025-11-29,2025-12-08,2025-12-31
Helios-NewBay,T-HE-02,Valve Manifold,VendorF,72,114,0.0,,2026-01-10,2026-01-29,2026-01-31
Atlas-Sustaining,T-AT-09,MFC,VendorC,94,116,0.0,,2025-12-16,2025-11-22,
Phoenix-ETD,T-PH-06,RF Gen,VendorB,66,54,0.0,,2026-05-31,2026-05-07,
Atlas-Sustaining,T-AT-04,Harness,VendorF,139,141,0.0,,2025-07-15,2025-06-08,2025-06-08
Orion-Ramp,T-OR-07,Harness,VendorB,42,62,1899.37,Supplier expedite,2026-03-04,2026-03-19,2026-04-12
Nova-Upgrade,T-NO-02,Valve Manifold,VendorC,60,92,0.0,,2026-06-21,2026-06-13,
Nova-Upgrade,T-NO-06,Vac Pump,VendorD,170,206,0.0,,2025-12-08,2025-12-25,
Nova-Upgrade,T-NO-02,Sensors Kit,VendorF,48,40,0.0,,2026-06-27,2026-07-03,2026-07-18
Orion-Ramp,T-OR-04,Tool Frame,VendorD,44,42,0.0,,2025-10-31,2025-11-18,2025-12-08
Atlas-Sustaining,T-AT-09,Harness,VendorD,95,123,1112.49,Priority build,2025-09-15,2025-09-25,2025-10-02
Phoenix-ETD,T-PH-03,Gas Box,VendorD,105,133,543.27,Supplier expedite,2026-06-19,2026-06-29,2026-07-19
Helios-NewBay,T-HE-08,Pressure Transducer,VendorD,86,108,0.0,,2026-03-24,2026-04-01,
Nova-Upgrade,T-NO-06,Vac Pump,VendorB,134,159,0.0,,2025-09-24,2025-09-04,2025-09-18
Orion-Ramp,T-OR-02,Pressure Transducer,VendorE,38,122,13135.23,Capacity constraint,2025-08-14,2025-08-09,
Orion-Ramp,T-OR-02,RF Gen,VendorC,165,179,0.0,,2025-10-06,2025-09-24,
Nova-Upgrade,T-NO-07,Sensors Kit,VendorF,154,226,6326.6,Capacity constraint,2026-03-24,2026-03-16,
Phoenix-ETD,T-PH-05,RF Gen,VendorC,167,215,0.0,,2026-06-28,2026-07-11,
Phoenix-ETD,T-PH-05,Chiller,VendorA,57,78,0.0,,2025-11-08,2025-10-15,
Orion-Ramp,T-OR-01,Sensors Kit,VendorE,160,227,0.0,,2025-10-22,2025-09-14,2025-09-15
Orion-Ramp,T-OR-01,RF Gen,VendorB,125,144,4570.02,Rework,2025-10-16,2025-10-09,2025-11-07
Nova-Upgrade,T-NO-07,Sensors Kit,VendorE,36,12,0.0,,2025-11-15,2025-10-21,2025-10-30
Atlas-Sustaining,T-AT-09,MFC,VendorB,43,54,2411.37,Missing parts,2026-06-02,2026-06-19,2026-07-14
Phoenix-ETD,T-PH-05,Valve Manifold,VendorD,96,98,0.0,,2025-10-27,2025-10-18,2025-10-31
Helios-NewBay,T-HE-08,Tool Frame,VendorB,138,111,0.0,,2025-10-27,2025-10-17,2025-11-15
Nova-Upgrade,T-NO-05,RF Gen,VendorA,70,69,11140.46,Capacity constraint,2026-02-18,2026-02-15,2026-03-16
Orion-Ramp,T-OR-03,Harness,VendorB,91,101,0.0,,2026-04-22,2026-04-23,2026-04-26
Atlas-Sustaining,T-AT-07,Vac Pump,VendorE,105,99,0.0,,2025-12-18,2025-11-22,2025-11-21
Orion-Ramp,T-OR-03,RF Gen,VendorD,140,152,4326.86,Priority build,2026-06-03,2026-06-03,2026-06-28
Phoenix-ETD,T-PH-03,Harness,VendorE,63,97,0.0,,2025-12-18,2025-12-17,
Phoenix-ETD,T-PH-08,Vac Pump,VendorA,98,120,3095.48,Missing parts,2025-09-17,2025-09-28,2025-10-02
Helios-NewBay,T-HE-10,Gas Box,VendorC,149,106,0.0,,2026-05-07,2026-05-09,
Atlas-Sustaining,T-AT-08,Pressure Transducer,VendorE,169,150,0.0,,2025-10-06,2025-09-15,2025-09-13
Phoenix-ETD,T-PH-05,Tool Frame,VendorF,170,155,0.0,,2025-11-22,2025-11-18,2025-12-13
Helios-NewBay,T-HE-04,Gas Box,VendorD,116,124,0.0,,2025-07-08,2025-06-12,2025-06-07
Nova-Upgrade,T-NO-02,Valve Manifold,VendorE,172,116,0.0,,2025-11-15,2025-11-05,
Orion-Ramp,T-OR-05,Harness,VendorE,177,210,11627.06,Supplier expedite,2025-12-26,2025-12-19,2026-01-12
Atlas-Sustaining,T-AT-06,Valve Manifold,VendorF,128,189,6519.19,Missing parts,2025-10-07,2025-09-09,
Helios-NewBay,T-HE-04,Vac Pump,VendorD,33,68,7915.14,Rework,2025-07-05,2025-07-07,2025-07-19
Atlas-Sustaining,T-AT-01,Chiller,VendorD,78,82,0.0,,2026-05-31,2026-06-15,2026-06-23
Orion-Ramp,T-OR-07,Tool Frame,VendorA,78,113,0.0,,2025-09-08,2025-07-31,2025-08-28
Atlas-Sustaining,T-AT-03,Gas Box,VendorB,118,165,0.0,,2026-03-24,2026-03-08,2026-03-17
Atlas-Sustaining,T-AT-05,Chiller,VendorC,79,97,115.99,Rework,2025-09-02,2025-09-11,2025-10-01
Orion-Ramp,T-OR-08,Control Cabinet,VendorA,54,52,0.0,,2025-12-04,2025-11-02,2025-11-02
Nova-Upgrade,T-NO-07,Harness,VendorD,24,8,9765.92,Missing parts,2026-02-14,2026-02-28,
Phoenix-ETD,T-PH-08,Gas Box,VendorE,165,150,0.0,,2025-10-01,2025-10-15,2025-10-25
Phoenix-ETD,T-PH-10,Harness,VendorF,170,166,0.0,,2025-10-16,2025-10-14,
Atlas-Sustaining,T-AT-10,MFC,VendorD,58,65,0.0,,2026-01-14,2025-12-09,2025-12-17
Phoenix-ETD,T-PH-08,RF Gen,VendorB,44,21,0.0,,2025-11-08,2025-11-05,
Atlas-Sustaining,T-AT-01,MFC,VendorC,154,163,2289.8,Missing parts,2026-05-19,2026-06-06,2026-06-18
Phoenix-ETD,T-PH-04,Sensors Kit,VendorF,37,10,0.0,,2026-01-02,2025-12-06,2026-01-01
Orion-Ramp,T-OR-09,Valve Manifold,VendorE,167,169,0.0,,2026-04-11,2026-03-18,2026-03-18
Atlas-Sustaining,T-AT-10,Harness,VendorA,176,196,0.0,,2026-06-04,2026-05-15,
Nova-Upgrade,T-NO-09,MFC,VendorF,33,29,0.0,,2026-05-25,2026-05-28,2026-06-01
Helios-NewBay,T-HE-09,Pressure Transducer,VendorB,29,37,11102.92,Late ECO,2026-02-06,2026-01-27,2026-01-29
Atlas-Sustaining,T-AT-01,Vac Pump,VendorE,171,191,0.0,,2025-08-19,2025-08-29,
Helios-NewBay,T-HE-09,Sensors Kit,VendorF,116,128,0.0,,2025-12-12,2025-11-14,2025-12-09
Atlas-Sustaining,T-AT-07,RF Gen,VendorA,165,200,0.0,,2026-03-13,2026-02-07,2026-03-02
Nova-Upgrade,T-NO-08,RF Gen,VendorB,58,89,0.0,,2026-04-01,2026-04-06,2026-05-05
Orion-Ramp,T-OR-05,Harness,VendorD,162,113,0.0,,2025-07-09,2025-07-07,2025-07-25
Orion-Ramp,T-OR-10,Pressure Transducer,VendorB,175,184,3526.73,Rework,2026-05-16,2026-05-05,
Nova-Upgrade,T-NO-04,Sensors Kit,VendorC,160,169,0.0,,2025-08-16,2025-08-10,2025-08-25
Helios-NewBay,T-HE-09,Control Cabinet,VendorE,35,29,0.0,,2025-10-23,2025-10-17,2025-10-18
Phoenix-ETD,T-PH-04,Control Cabinet,VendorC,57,64,0.0,,2026-06-13,2026-05-13,2026-06-11
Phoenix-ETD,T-PH-08,Chiller,VendorE,141,106,7215.31,Supplier expedite,2025-10-30,2025-10-17,
Helios-NewBay,T-HE-04,Harness,VendorC,41,8,0.0,,2025-09-13,2025-09-17,2025-09-14
Phoenix-ETD,T-PH-08,Chiller,VendorF,49,60,3985.65,Air freight,2025-12-29,2026-01-08,2026-02-05
Atlas-Sustaining,T-AT-04,Sensors Kit,VendorF,24,27,0.0,,2026-03-08,2026-03-12,2026-03-19
Orion-Ramp,T-OR-07,RF Gen,VendorA,31,39,0.0,,2025-09-29,2025-10-16,
Orion-Ramp,T-OR-06,Tool Frame,VendorA,63,53,0.0,,2026-01-01,2025-12-13,2026-01-06
Helios-NewBay,T-HE-01,RF Gen,VendorA,94,28,8374.0,Supplier expedite,2025-09-21,2025-09-01,2025-09-08
Helios-NewBay,T-HE-09,Vac Pump,VendorA,22,76,10716.83,Missing parts,2026-01-31,2026-02-04,
Phoenix-ETD,T-PH-02,Gas Box,VendorD,67,17,681.03,Capacity constraint,2025-07-10,2025-07-10,2025-07-10
Helios-NewBay,T-HE-03,Harness,VendorD,73,103,4802.47,Missing parts,2025-10-25,2025-10-16,2025-10-06
Atlas-Sustaining,T-AT-07,Chiller,VendorC,21,17,0.0,,2025-07-16,2025-07-17,2025-08-09
Orion-Ramp,T-OR-01,Control Cabinet,VendorE,24,61,0.0,,2025-10-09,2025-10-01,2025-10-23
Nova-Upgrade,T-NO-07,RF Gen,VendorE,83,38,0.0,,2026-06-14,2026-06-27,2026-06-27
Orion-Ramp,T-OR-06,Chiller,VendorB,116,147,4180.74,Rework,2025-10-06,2025-10-20,
Orion-Ramp,T-OR-01,Sensors Kit,VendorA,144,118,6475.5,Priority build,2025-08-18,2025-08-29,2025-09-06
Atlas-Sustaining,T-AT-03,MFC,VendorA,24,66,0.0,,2026-04-03,2026-02-26,2026-03-07
Atlas-Sustaining,T-AT-01,RF Gen,VendorE,54,61,0.0,,2025-10-12,2025-10-06,2025-10-12
Phoenix-ETD,T-PH-09,Tool Frame,VendorA,110,148,11095.83,Supplier expedite,2025-07-05,2025-07-02,2025-07-18
Phoenix-ETD,T-PH-09,Sensors Kit,VendorB,168,157,0.0,,2025-12-20,2025-11-17,2025-11-26
Atlas-Sustaining,T-AT-04,Control Cabinet,VendorC,106,93,0.0,,2026-06-06,2026-05-18,2026-05-29
